Speaker_d,filename_d,Group_d,Vowel_d,utts_vow_d,F1_d,F2_d
crump,c60.8,c60,  O  ,crump:c60.8_  O  ,416.3868439,1183.967246
crump,c60.8,c60,  u:  ,crump:c60.8_  u:  ,357.0984348,1677.541319
crump,c60.8,c60,  E  ,crump:c60.8_  E  ,401.3406804,1583.029776
crump,c60.8,c60,  i:  ,crump:c60.8_  i:  ,350.9760266,1852.805382
crump,c60.8,c60,  O  ,crump:c60.8_  O  ,422.1659447,1157.677583
crump,c60.8,c60,  E  ,crump:c60.8_  E  ,373.43393,1629.259744
crump,c60.8,c60,  V  ,crump:c60.8_  V  ,430.1264852,1314.756257
crump,c60.8,c60,  O  ,crump:c60.8_  O  ,424.8568814,1338.129138
crump,c60.9,c60,  O  ,crump:c60.9_  O  ,431.5421011,1221.588295
crump,c60.9,c60,  V  ,crump:c60.9_  V  ,451.5115413,1405.865908
crump,c6902,c69,  i:  ,crump:c6902_  i:  ,341.7280205,1784.99497
crump,c6902,c69,  a:  ,crump:c6902_  a:  ,433.524933,1210.486365
crump,c6902,c69,  a:  ,crump:c6902_  a:  ,488.9569217,1331.276021
crump,c6902,c69,  a:  ,crump:c6902_  a:  ,434.8670336,1256.717112
crump,c6902,c69,  o:  ,crump:c6902_  o:  ,388.3371211,1085.531087
crump,c6903,c69,  a:  ,crump:c6903_  a:  ,485.2503894,1420.732876
crump,c6903,c69,  i:  ,crump:c6903_  i:  ,340.6229736,1727.232692
crump,c6903,c69,  E  ,crump:c6903_  E  ,345.8125164,1590.80147
crump,c6903,c69,  E  ,crump:c6903_  E  ,348.30738,1495.97944
crump,c6903,c69,  a:  ,crump:c6903_  a:  ,569.2191076,1290.792787
crump,c6903,c69,  a:  ,crump:c6903_  a:  ,476.2508696,1326.905924
crump,c6903,c69,  i:  ,crump:c6903_  i:  ,327.3146095,1615.680941
crump,c6903,c69,  O  ,crump:c6903_  O  ,462.3158932,1266.537809
crump,c6903,c69,  u:  ,crump:c6903_  u:  ,340.1392985,1618.802739
crump,c6904,c69,  A  ,crump:c6904_  A  ,438.1952219,1515.574979
crump,c6904,c69,  @:  ,crump:c6904_  @:  ,354.2757203,1458.087516
crump,c6904,c69,  E  ,crump:c6904_  E  ,361.0244274,1670.765804
crump,c6904,c69,  a:  ,crump:c6904_  a:  ,428.7500492,1221.941916
crump,c6904,c69,  a:  ,crump:c6904_  a:  ,490.7902882,1289.409134
crump,c6905,c69,  i:  ,crump:c6905_  i:  ,333.7993874,1770.638709
crump,c6905,c69,  O  ,crump:c6905_  O  ,459.406711,1249.979411
crump,c6905,c69,  E  ,crump:c6905_  E  ,362.939682,1985.375312
crump,c6905,c69,  o:  ,crump:c6905_  o:  ,360.7914427,1201.89728
crump,c6905,c69,  @:  ,crump:c6905_  @:  ,360.5825662,1415.479651
crump,c6905,c69,  I  ,crump:c6905_  I  ,357.8173766,1766.0859
crump,c6905,c69,  U  ,crump:c6905_  U  ,373.1450522,1056.616719
crump,c6905,c69,  A  ,crump:c6905_  A  ,406.2796852,1428.322943
crump,c6905,c69,  A  ,crump:c6905_  A  ,426.8200127,1226.693098
crump,c6906,c69,  E  ,crump:c6906_  E  ,350.1483541,1572.671801
crump,c6906,c69,  @:  ,crump:c6906_  @:  ,332.9930479,1218.60523
crump,c6906,c69,  A  ,crump:c6906_  A  ,456.9020711,1469.392901
crump,c6906,c69,  V  ,crump:c6906_  V  ,452.4886187,1308.760783
crump,c6907,c69,  a:  ,crump:c6907_  a:  ,547.6502944,1353.774325
crump,c6907,c69,  A  ,crump:c6907_  A  ,419.0731726,1489.971887
crump,c6907,c69,  O  ,crump:c6907_  O  ,489.0466293,1071.590092
crump,c6907,c69,  u:  ,crump:c6907_  u:  ,344.9783986,1572.753392
crump,c6907,c69,  o:  ,crump:c6907_  o:  ,383.1297208,1163.691746
crump,c6907,c69,  A  ,crump:c6907_  A  ,369.7602515,1356.583872
crump,c6907,c69,  V  ,crump:c6907_  V  ,450.3920294,1121.249907
crump,c6907,c69,  A  ,crump:c6907_  A  ,400.3290637,1388.659456
crump,c6908,c69,  a:  ,crump:c6908_  a:  ,479.112808,1234.561837
crump,c6908,c69,  A  ,crump:c6908_  A  ,435.2159423,1355.647351
crump,c6908,c69,  A  ,crump:c6908_  A  ,390.2860076,1433.858969
crump,c6908,c69,  o:  ,crump:c6908_  o:  ,394.2373854,1262.97006
crump,c6908,c69,  o:  ,crump:c6908_  o:  ,360.5146046,1324.217168
crump,c6908,c69,  o:  ,crump:c6908_  o:  ,384.7100814,1125.292215
crump,c6909,c69,  I  ,crump:c6909_  I  ,328.8766811,1655.448434
crump,c6909,c69,  I  ,crump:c6909_  I  ,378.6021594,1415.449109
crump,c6909,c69,  a:  ,crump:c6909_  a:  ,446.3946001,1232.233191
crump,c6909,c69,  A  ,crump:c6909_  A  ,407.9811742,1361.885951
crump,c6909,c69,  V  ,crump:c6909_  V  ,387.3840593,1132.222454
crump,c6909,c69,  O  ,crump:c6909_  O  ,417.8455755,1045.722099
crump,c6910,c69,  E  ,crump:c6910_  E  ,360.2911759,1569.175004
crump,c6910,c69,  I  ,crump:c6910_  I  ,357.5194882,1784.500528
crump,c6910,c69,  V  ,crump:c6910_  V  ,419.3499173,1150.932789
crump,c6910,c69,  I  ,crump:c6910_  I  ,344.6322556,1498.704155
crump,c6911,c69,  o:  ,crump:c6911_  o:  ,388.191554,1256.13154
crump,c6911,c69,  O  ,crump:c6911_  O  ,420.8682207,1137.58521
crump,c6911,c69,  i:  ,crump:c6911_  i:  ,336.6728722,1671.970946
crump,c6911,c69,  A  ,crump:c6911_  A  ,459.0717189,1600.690777
crump,c6911,c69,  a:  ,crump:c6911_  a:  ,470.9278174,1301.449642
crump,c6912,c69,  E  ,crump:c6912_  E  ,343.2821144,1668.193488
crump,c6912,c69,  a:  ,crump:c6912_  a:  ,517.0974045,1363.858281
crump,c6912,c69,  E  ,crump:c6912_  E  ,363.2050997,1618.355599
crump,c6913,c69,  u:  ,crump:c6913_  u:  ,357.0159041,1563.870046
crump,c6913,c69,  i:  ,crump:c6913_  i:  ,338.8593604,1791.278695
crump,c6913,c69,  a:  ,crump:c6913_  a:  ,574.6155056,1399.888655
crump,c6913,c69,  V  ,crump:c6913_  V  ,511.4243861,1319.655476
crump,c6913,c69,  O  ,crump:c6913_  O  ,385.9901739,1373.52825
crump,c6914,c69,  A  ,crump:c6914_  A  ,477.1006581,1664.880088
crump,c6914,c69,  V  ,crump:c6914_  V  ,406.0927126,1213.345533
crump,c6914,c69,  E  ,crump:c6914_  E  ,347.3015556,1602.628205
crump,c6914,c69,  A  ,crump:c6914_  A  ,393.0439356,1416.525717
crump,c6914,c69,  O  ,crump:c6914_  O  ,442.8698611,1236.292531
crump,c6914,c69,  A  ,crump:c6914_  A  ,368.1225615,1349.43083
crump,c6915,c69,  o:  ,crump:c6915_  o:  ,391.5949068,1229.541465
crump,c6915,c69,  o:  ,crump:c6915_  o:  ,381.796217,1111.154962
crump,c6915,c69,  o:  ,crump:c6915_  o:  ,373.9683706,1167.137949
crump,c6915,c69,  A  ,crump:c6915_  A  ,429.3441643,1285.933505
crump,c6915,c69,  o:  ,crump:c6915_  o:  ,400.1460604,1126.412569
crump,c6915,c69,  o:  ,crump:c6915_  o:  ,354.999858,1216.30206
crump,c6915,c69,  @:  ,crump:c6915_  @:  ,359.0705326,1540.022412
crump,c6915,c69,  a:  ,crump:c6915_  a:  ,526.9713396,1319.657291
crump,c6916,c69,  A  ,crump:c6916_  A  ,407.7120196,1364.85027
crump,c6916,c69,  I  ,crump:c6916_  I  ,351.93426,1419.158094
crump,c6916,c69,  O  ,crump:c6916_  O  ,387.8179083,1037.5134
crump,c6916,c69,  @:  ,crump:c6916_  @:  ,339.236779,1448.214212
crump,c6917,c69,  V  ,crump:c6917_  V  ,517.3616633,1341.68773
crump,c6917,c69,  o:  ,crump:c6917_  o:  ,374.4918538,1263.965848
crump,c6917,c69,  a:  ,crump:c6917_  a:  ,477.452941,1324.16976
crump,c6917,c69,  A  ,crump:c6917_  A  ,410.143872,1359.597989
crump,c6917,c69,  V  ,crump:c6917_  V  ,450.565281,1265.600592
crump,c6918,c69,  u:  ,crump:c6918_  u:  ,344.8910704,1253.659993
crump,c6918,c69,  a:  ,crump:c6918_  a:  ,484.3105745,1231.441383
crump,c6918,c69,  I  ,crump:c6918_  I  ,330.9489399,1469.473317
crump,c6918,c69,  a:  ,crump:c6918_  a:  ,492.0868001,1258.812333
crump,c6918,c69,  A  ,crump:c6918_  A  ,352.0757885,1556.877836
crump,c6918,c69,  i:  ,crump:c6918_  i:  ,344.8006217,1830.202954
crump,c6918,c69,  i:  ,crump:c6918_  i:  ,349.8139967,2005.735042
crump,c6918,c69,  I  ,crump:c6918_  I  ,335.3599853,1425.017166
crump,c6919,c69,  a:  ,crump:c6919_  a:  ,593.7474842,1395.752833
crump,c6919,c69,  a:  ,crump:c6919_  a:  ,453.5098941,1256.533609
crump,c6919,c69,  i:  ,crump:c6919_  i:  ,335.9405969,1731.886162
crump,c6919,c69,  o:  ,crump:c6919_  o:  ,389.3779852,1234.478416
crump,c6919,c69,  A  ,crump:c6919_  A  ,377.6308356,1249.50835
crump,c6919,c69,  i:  ,crump:c6919_  i:  ,374.3895749,2043.4302
crump,c6919,c69,  i:  ,crump:c6919_  i:  ,341.5872287,1628.928932
crump,c6919,c69,  O  ,crump:c6919_  O  ,416.5403051,1040.980778
crump,c6920,c69,  A  ,crump:c6920_  A  ,452.7261293,1371.281899
crump,c6920,c69,  a:  ,crump:c6920_  a:  ,410.5242571,1253.683717
crump,c6920,c69,  u:  ,crump:c6920_  u:  ,297.139898,1524.698957
crump,c6920,c69,  O  ,crump:c6920_  O  ,558.8650175,1204.864595
crump,c6920,c69,  i:  ,crump:c6920_  i:  ,363.848726,1833.470031
crump,c6921,c69,  a:  ,crump:c6921_  a:  ,504.1371482,1296.081848
crump,c6921,c69,  i:  ,crump:c6921_  i:  ,338.9379499,1666.531084
crump,c6921,c69,  A  ,crump:c6921_  A  ,448.7544821,1525.076921
crump,c6921,c69,  A  ,crump:c6921_  A  ,416.0018999,1228.998081
crump,c6921,c69,  A  ,crump:c6921_  A  ,359.3502258,1289.743757
crump,c6921,c69,  A  ,crump:c6921_  A  ,377.0424122,1235.289231
crump,c6921,c69,  i:  ,crump:c6921_  i:  ,354.1789201,1778.922881
crump,c6921,c69,  V  ,crump:c6921_  V  ,463.5169022,1285.92543
crump,c6922,c69,  O  ,crump:c6922_  O  ,453.7939928,1195.297944
crump,c6922,c69,  u:  ,crump:c6922_  u:  ,330.2558067,1418.828751
crump,c6922,c69,  V  ,crump:c6922_  V  ,406.48829,1192.943297
crump,c6922,c69,  i:  ,crump:c6922_  i:  ,367.1140796,1646.949223
crump,c6922,c69,  i:  ,crump:c6922_  i:  ,375.8215232,1786.323634
crump,c6922,c69,  u:  ,crump:c6922_  u:  ,325.4135887,1465.601945
crump,c6922,c69,  a:  ,crump:c6922_  a:  ,409.898956,1189.982298
crump,c6922,c69,  O  ,crump:c6922_  O  ,443.6884674,1110.175492
crump,c6923,c69,  i:  ,crump:c6923_  i:  ,355.7533963,1786.132061
crump,c6923,c69,  E  ,crump:c6923_  E  ,338.8764231,1822.507926
crump,c6923,c69,  i:  ,crump:c6923_  i:  ,356.3931642,1781.874469
crump,c6923,c69,  V  ,crump:c6923_  V  ,421.9959288,1125.433802
crump,c6923,c69,  @:  ,crump:c6923_  @:  ,327.6728471,1444.868705
crump,c6923,c69,  I  ,crump:c6923_  I  ,340.6118218,1631.108919
crump,c6923,c69,  i:  ,crump:c6923_  i:  ,339.7533139,1707.338033
crump,c6924,c69,  i:  ,crump:c6924_  i:  ,351.3521647,1796.836649
crump,c6924,c69,  E  ,crump:c6924_  E  ,341.9084034,1621.321463
crump,c6924,c69,  V  ,crump:c6924_  V  ,387.0190942,1203.286555
crump,c6924,c69,  E  ,crump:c6924_  E  ,342.1245053,1484.565386
crump,c6924,c69,  i:  ,crump:c6924_  i:  ,363.5763374,1710.187444
crump,c6924,c69,  i:  ,crump:c6924_  i:  ,345.9632871,1810.077447
crump,c6925,c69,  a:  ,crump:c6925_  a:  ,476.53503,1327.208781
crump,c6925,c69,  V  ,crump:c6925_  V  ,452.7774662,1232.756704
crump,c6926,c69,  a:  ,crump:c6926_  a:  ,442.3998451,1217.155635
crump,c6926,c69,  a:  ,crump:c6926_  a:  ,471.015059,1241.593383
crump,c6926,c69,  o:  ,crump:c6926_  o:  ,373.6319945,1301.656648
crump,c6926,c69,  V  ,crump:c6926_  V  ,441.3262279,1246.450485
crump,c6926,c69,  o:  ,crump:c6926_  o:  ,386.4552619,1333.539862
crump,c6926,c69,  O  ,crump:c6926_  O  ,468.530527,1102.288964
crump,c6926,c69,  i:  ,crump:c6926_  i:  ,369.11856,1746.622938
crump,c6927,c69,  O  ,crump:c6927_  O  ,403.1652481,1116.136217
crump,c6927,c69,  o:  ,crump:c6927_  o:  ,361.1983736,1133.56969
crump,c6927,c69,  I  ,crump:c6927_  I  ,349.3936917,1341.598714
crump,c6927,c69,  O  ,crump:c6927_  O  ,430.339324,1105.427414
crump,c6927,c69,  A  ,crump:c6927_  A  ,393.4234921,1415.101177
crump,c6927,c69,  A  ,crump:c6927_  A  ,352.6482489,1257.694913
crump,c6927,c69,  O  ,crump:c6927_  O  ,568.9824143,1099.413237
crump,c6927,c69,  I  ,crump:c6927_  I  ,362.8834143,1253.773934
crump,c6927,c69,  A  ,crump:c6927_  A  ,461.2558732,1480.018529
crump,c6928,c69,  I  ,crump:c6928_  I  ,335.2747093,1453.194838
crump,c6928,c69,  U  ,crump:c6928_  U  ,362.1965948,1076.122377
crump,c6928,c69,  a:  ,crump:c6928_  a:  ,512.3169844,1368.328811
crump,c6928,c69,  O  ,crump:c6928_  O  ,527.8016843,1292.354335
crump,c6928,c69,  O  ,crump:c6928_  O  ,406.2731134,983.1607171
crump,c6928,c69,  I  ,crump:c6928_  I  ,331.5306033,1560.701431
crump,c6928,c69,  O  ,crump:c6928_  O  ,447.7550426,1023.293961
crump,c6928,c69,  E  ,crump:c6928_  E  ,357.5777697,1674.479374
crump,c6929,c69,  a:  ,crump:c6929_  a:  ,464.0944059,1289.598077
crump,c6929,c69,  O  ,crump:c6929_  O  ,402.0441578,1407.197209
crump,c6929,c69,  i:  ,crump:c6929_  i:  ,327.3970272,1857.885503
crump,c6929,c69,  @:  ,crump:c6929_  @:  ,302.8311261,1331.416178
crump,c6930,c69,  A  ,crump:c6930_  A  ,339.7811782,1370.558837
crump,c6930,c69,  A  ,crump:c6930_  A  ,402.1497177,1561.139537
crump,c6930,c69,  i:  ,crump:c6930_  i:  ,339.0761283,1797.807509
crump,c6933,c69,  a:  ,crump:c6933_  a:  ,477.103822,1287.185566
crump,c6933,c69,  I  ,crump:c6933_  I  ,331.6582783,1623.570718
crump,c6933,c69,  o:  ,crump:c6933_  o:  ,365.9360342,1048.804674
crump,c6933,c69,  U  ,crump:c6933_  U  ,312.2728951,1192.89163
crump,c6933,c69,  E  ,crump:c6933_  E  ,321.4976223,1793.303132
crump,c6933,c69,  V  ,crump:c6933_  V  ,358.5691807,1187.077665
crump,c6933,c69,  V  ,crump:c6933_  V  ,411.7235408,1201.620749
crump,c6933,c69,  A  ,crump:c6933_  A  ,368.2125009,1189.491663
crump,c6934,c69,  O  ,crump:c6934_  O  ,419.0466457,1032.497775
crump,c6934,c69,  O  ,crump:c6934_  O  ,441.5918961,1003.81498
crump,c6934,c69,  V  ,crump:c6934_  V  ,433.4084289,1257.101015
crump,c6934,c69,  @:  ,crump:c6934_  @:  ,337.3746061,1552.165129
crump,c6934,c69,  o:  ,crump:c6934_  o:  ,366.6819476,1230.719849
crump,c6934,c69,  a:  ,crump:c6934_  a:  ,526.4218808,1378.991452
crump,c6934,c69,  I  ,crump:c6934_  I  ,311.3858638,1326.718584
crump,c6934,c69,  a:  ,crump:c6934_  a:  ,510.4967901,1291.131546
crump,c6935,c69,  O  ,crump:c6935_  O  ,408.9569806,1024.118896
crump,c6935,c69,  a:  ,crump:c6935_  a:  ,420.6759732,1236.762854
crump,c6935,c69,  O  ,crump:c6935_  O  ,436.7078389,1145.765789
crump,c6935,c69,  E  ,crump:c6935_  E  ,368.318017,1686.170634
crump,c6935,c69,  O  ,crump:c6935_  O  ,413.7646083,1130.804426
crump,c6935,c69,  I  ,crump:c6935_  I  ,363.7604846,1676.573117
crump,c6936,c69,  I  ,crump:c6936_  I  ,339.6198976,1419.662888
crump,c6936,c69,  E  ,crump:c6936_  E  ,339.9886762,1628.531359
crump,c6936,c69,  A  ,crump:c6936_  A  ,374.7406095,1632.710708
crump,c6936,c69,  i:  ,crump:c6936_  i:  ,324.5743766,1731.510783
crump,c6937,c69,  a:  ,crump:c6937_  a:  ,391.4885532,1246.807653
crump,c6937,c69,  i:  ,crump:c6937_  i:  ,324.857984,1761.096243
crump,c6937,c69,  V  ,crump:c6937_  V  ,409.4354612,1193.663682
crump,c6937,c69,  A  ,crump:c6937_  A  ,366.2121764,1563.108254
crump,c6937,c69,  A  ,crump:c6937_  A  ,366.7924611,1500.822831
crump,c6938,c69,  o:  ,crump:c6938_  o:  ,364.33304,1268.811546
crump,c6938,c69,  V  ,crump:c6938_  V  ,400.8945306,1216.807902
crump,c6938,c69,  a:  ,crump:c6938_  a:  ,503.896237,1294.281886
crump,c6938,c69,  i:  ,crump:c6938_  i:  ,353.2395954,1704.646494
crump,c6938,c69,  o:  ,crump:c6938_  o:  ,347.5851358,1409.026655
crump,c6938,c69,  A  ,crump:c6938_  A  ,389.4200491,1225.131256
crump,c6938,c69,  a:  ,crump:c6938_  a:  ,423.8551201,1207.283957
crump,c6939,c69,  a:  ,crump:c6939_  a:  ,431.213453,1287.255151
crump,c6939,c69,  U  ,crump:c6939_  U  ,348.0919168,1607.359908
crump,c6939,c69,  O  ,crump:c6939_  O  ,408.1854523,1199.531814
crump,c6939,c69,  I  ,crump:c6939_  I  ,370.140028,1495.384079
crump,c6940,c69,  I  ,crump:c6940_  I  ,348.0838127,1380.587217
crump,c6940,c69,  A  ,crump:c6940_  A  ,409.1611461,1339.190552
crump,c6940,c69,  V  ,crump:c6940_  V  ,479.250033,1246.959177
crump,c6940,c69,  a:  ,crump:c6940_  a:  ,490.5436,1313.178532
crump,c6941,c69,  I  ,crump:c6941_  I  ,347.6507946,1574.339161
crump,c6941,c69,  U  ,crump:c6941_  U  ,320.8499869,1324.592932
crump,c6941,c69,  E  ,crump:c6941_  E  ,359.5576939,1747.135694
crump,c6941,c69,  O  ,crump:c6941_  O  ,488.6804024,1418.386137
crump,c6941,c69,  O  ,crump:c6941_  O  ,495.8808366,1223.80358
crump,c6941,c69,  O  ,crump:c6941_  O  ,437.3835171,1149.508866
crump,c6941,c69,  o:  ,crump:c6941_  o:  ,339.6639263,1417.46089
crump,c6942,c69,  O  ,crump:c6942_  O  ,479.7203153,1459.0971
crump,c6942,c69,  I  ,crump:c6942_  I  ,336.5280305,1755.947316
crump,c6942,c69,  O  ,crump:c6942_  O  ,441.550285,1013.630044
crump,c6942,c69,  A  ,crump:c6942_  A  ,342.864529,1517.550162
crump,c6942,c69,  V  ,crump:c6942_  V  ,386.2386293,1320.276982
crump,c6942,c69,  A  ,crump:c6942_  A  ,361.1927463,1546.115801
crump,c6942,c69,  E  ,crump:c6942_  E  ,379.3004875,1759.034128
crump,c6943,c69,  E  ,crump:c6943_  E  ,341.2548562,1723.377283
crump,c6943,c69,  A  ,crump:c6943_  A  ,369.1032744,1371.198763
crump,c6943,c69,  I  ,crump:c6943_  I  ,323.609078,1771.232712
crump,c6943,c69,  i:  ,crump:c6943_  i:  ,313.5023008,2008.959277
crump,c6943,c69,  o:  ,crump:c6943_  o:  ,365.4123724,1239.514751
crump,c6943,c69,  u:  ,crump:c6943_  u:  ,340.1942245,1654.152258
crump,c6943,c69,  u:  ,crump:c6943_  u:  ,320.0386794,1616.583283
crump,c6943,c69,  A  ,crump:c6943_  A  ,368.271448,1424.20387
crump,c6944,c69,  i:  ,crump:c6944_  i:  ,340.2762632,1773.764826
crump,c6944,c69,  I  ,crump:c6944_  I  ,359.9953679,1742.505545
crump,c6944,c69,  V  ,crump:c6944_  V  ,383.7790685,1275.795699
crump,c6944,c69,  u:  ,crump:c6944_  u:  ,339.6139787,1505.76175
crump,c6944,c69,  E  ,crump:c6944_  E  ,336.7348455,1719.044479
crump,c6944,c69,  a:  ,crump:c6944_  a:  ,548.4869476,1296.849574
crump,c6945,c69,  I  ,crump:c6945_  I  ,343.5162864,1543.489103
crump,c6945,c69,  I  ,crump:c6945_  I  ,317.5628273,1357.017802
crump,c6945,c69,  u:  ,crump:c6945_  u:  ,332.4799894,1394.836866
crump,c6945,c69,  E  ,crump:c6945_  E  ,347.0512208,1743.903766
crump,c6945,c69,  a:  ,crump:c6945_  a:  ,511.2576848,1326.326361
crump,c6945,c69,  I  ,crump:c6945_  I  ,334.7265207,1590.21997
crump,c6945,c69,  O  ,crump:c6945_  O  ,514.27238,1146.00945
crump,c6945,c69,  V  ,crump:c6945_  V  ,501.3874939,1266.269897
crump,c6945,c69,  I  ,crump:c6945_  I  ,338.4294363,1641.132374
crump,c6945,c69,  A  ,crump:c6945_  A  ,331.7734122,1356.772766
crump,c6946,c69,  A  ,crump:c6946_  A  ,373.9301318,1619.485984
crump,c6946,c69,  i:  ,crump:c6946_  i:  ,334.6321557,1660.170721
crump,c6946,c69,  I  ,crump:c6946_  I  ,344.3006102,1705.900108
crump,c6946,c69,  E  ,crump:c6946_  E  ,342.650289,1734.347115
crump,c6947,c69,  E  ,crump:c6947_  E  ,349.7212678,1605.188102
crump,c6947,c69,  A  ,crump:c6947_  A  ,373.5464555,1525.990431
crump,c6947,c69,  a:  ,crump:c6947_  a:  ,362.3426119,1125.902805
crump,c6947,c69,  u:  ,crump:c6947_  u:  ,322.0052474,1577.509883
crump,c6948,c69,  I  ,crump:c6948_  I  ,333.966482,1418.241584
crump,c6948,c69,  E  ,crump:c6948_  E  ,333.7370094,1787.925083
crump,c6948,c69,  E  ,crump:c6948_  E  ,345.863897,1687.666953
crump,c6948,c69,  A  ,crump:c6948_  A  ,351.8440207,1448.817715
crump,c6948,c69,  O  ,crump:c6948_  O  ,478.9066736,1038.957653
crump,c6948,c69,  E  ,crump:c6948_  E  ,337.4659994,1615.985814
crump,c6950,c69,  @:  ,crump:c6950_  @:  ,342.3197677,1354.944822
crump,c6950,c69,  a:  ,crump:c6950_  a:  ,405.2099654,1262.509099
crump,c6950,c69,  o:  ,crump:c6950_  o:  ,387.1663417,1383.489601
crump,c6950,c69,  O  ,crump:c6950_  O  ,632.8151133,1551.527851
crump,c6951,c69,  O  ,crump:c6951_  O  ,440.3230018,1122.212978
crump,c6951,c69,  I  ,crump:c6951_  I  ,357.9780506,1225.309656
crump,c6951,c69,  O  ,crump:c6951_  O  ,444.6773935,1133.71633
crump,c6951,c69,  E  ,crump:c6951_  E  ,345.9397605,1806.719321
crump,c6951,c69,  i:  ,crump:c6951_  i:  ,343.3391761,1746.996878
crump,c6951,c69,  a:  ,crump:c6951_  a:  ,424.3608141,1276.746223
crump,c6952,c69,  i:  ,crump:c6952_  i:  ,329.7179782,1867.28819
crump,c6952,c69,  I  ,crump:c6952_  I  ,341.3333483,1663.757557
crump,c6952,c69,  A  ,crump:c6952_  A  ,427.8713085,1490.458694
crump,c6952,c69,  E  ,crump:c6952_  E  ,371.4512844,1603.903429
crump,c6952,c69,  A  ,crump:c6952_  A  ,397.1114252,1335.444652
crump,c6952,c69,  a:  ,crump:c6952_  a:  ,388.223563,1366.659282
crump,c6952,c69,  A  ,crump:c6952_  A  ,382.859681,1521.572667
crump,c6952,c69,  a:  ,crump:c6952_  a:  ,454.5435134,1310.566314
crump,c6953,c69,  O  ,crump:c6953_  O  ,458.4661821,1100.523401
crump,c6953,c69,  I  ,crump:c6953_  I  ,321.7392244,1533.068019
crump,c6953,c69,  a:  ,crump:c6953_  a:  ,445.4316253,1304.874489
crump,c6953,c69,  O  ,crump:c6953_  O  ,428.7709463,1105.489803
crump,c6953,c69,  E  ,crump:c6953_  E  ,337.0633705,1615.073784
crump,c6955,c69,  o:  ,crump:c6955_  o:  ,361.7662014,1182.495588
crump,c6955,c69,  I  ,crump:c6955_  I  ,357.250726,1740.07673
crump,c6955,c69,  A  ,crump:c6955_  A  ,386.989085,1630.241175
crump,c6955,c69,  i:  ,crump:c6955_  i:  ,340.9298543,1779.925407
crump,c6955,c69,  A  ,crump:c6955_  A  ,426.1872698,1326.800453
crump,c6955,c69,  i:  ,crump:c6955_  i:  ,342.463887,1745.195189
crump,c6955,c69,  E  ,crump:c6955_  E  ,379.2006822,1607.45201
crump,c6956,c69,  u:  ,crump:c6956_  u:  ,343.2965239,1506.501981
crump,c6956,c69,  i:  ,crump:c6956_  i:  ,348.2994788,1753.99439
crump,c6956,c69,  V  ,crump:c6956_  V  ,440.2923322,1277.752252
crump,c6956,c69,  A  ,crump:c6956_  A  ,443.4197323,1277.243188
crump,c6956,c69,  V  ,crump:c6956_  V  ,402.4533343,1232.259858
crump,c6956,c69,  i:  ,crump:c6956_  i:  ,353.7933974,1785.5852
crump,c6956,c69,  U  ,crump:c6956_  U  ,370.4098241,1218.699409
crump,c6956,c69,  O  ,crump:c6956_  O  ,433.3307805,1116.111291
crump,c6957,c69,  A  ,crump:c6957_  A  ,459.8107587,1651.499411
crump,c6957,c69,  A  ,crump:c6957_  A  ,459.0701131,1475.484199
crump,c6957,c69,  O  ,crump:c6957_  O  ,449.2180703,1002.192215
crump,c6957,c69,  a:  ,crump:c6957_  a:  ,478.7455701,1268.955068
crump,c6957,c69,  A  ,crump:c6957_  A  ,388.0535688,1418.294608
crump,c6957,c69,  I  ,crump:c6957_  I  ,390.6924532,1358.519366
crump,c6957,c69,  U  ,crump:c6957_  U  ,367.660614,1089.063356
crump,c6957,c69,  V  ,crump:c6957_  V  ,454.6723721,1188.18644
crump,c6957,c69,  i:  ,crump:c6957_  i:  ,349.1827571,1768.704111
crump,c6957,c69,  I  ,crump:c6957_  I  ,345.0605013,1273.008673
crump,c6957,c69,  O  ,crump:c6957_  O  ,483.6319885,1029.727787
crump,c6959,c69,  A  ,crump:c6959_  A  ,401.9942652,1641.825949
crump,c6959,c69,  A  ,crump:c6959_  A  ,470.109501,1525.704531
crump,c6959,c69,  a:  ,crump:c6959_  a:  ,462.8720336,1297.234641
crump,c6959,c69,  o:  ,crump:c6959_  o:  ,387.8731,1261.874705
crump,c6959,c69,  A  ,crump:c6959_  A  ,426.9253128,1401.41928
crump,c6959,c69,  a:  ,crump:c6959_  a:  ,486.3985129,1229.348146
crump,c6959,c69,  o:  ,crump:c6959_  o:  ,339.5701079,1301.613061
crump,c6959,c69,  V  ,crump:c6959_  V  ,463.9182381,1210.375863
crump,c6959,c69,  a:  ,crump:c6959_  a:  ,446.6349888,1276.057611
crump,c6960,c69,  E  ,crump:c6960_  E  ,345.6120889,1496.893129
crump,c6960,c69,  V  ,crump:c6960_  V  ,464.3487705,1275.65377
crump,c6960,c69,  E  ,crump:c6960_  E  ,353.2375797,1585.975962
crump,c6960,c69,  o:  ,crump:c6960_  o:  ,404.6554098,1117.670328
crump,c8601,c86,  o:  ,crump:c8601_  o:  ,372.5756012,1263.256376
crump,c8603,c86,  A  ,crump:c8603_  A  ,420.5978023,1533.816449
crump,c8603,c86,  I  ,crump:c8603_  I  ,361.7846972,1712.522183
crump,c8603,c86,  I  ,crump:c8603_  I  ,359.2011964,1798.065549
crump,c8604,c86,  E  ,crump:c8604_  E  ,377.0460301,1643.691982
crump,c8604,c86,  U  ,crump:c8604_  U  ,372.0309495,1275.209071
