Speaker_d,filename_d,Group_d,Vowel_d,utts_vow_d,F1_d,F2_d
toogood,t55.1,t55,  E  ,toogood:t55.1_  E  ,573.5721093,1602.566118
toogood,t55.1,t55,  I  ,toogood:t55.1_  I  ,445.9670678,1568.938927
toogood,t55.10,t55,  O  ,toogood:t55.10_  O  ,524.8742568,1171.017654
toogood,t55.10,t55,  i:  ,toogood:t55.10_  i:  ,376.4261194,1865.718825
toogood,t55.10,t55,  U  ,toogood:t55.10_  U  ,437.1740472,1240.616175
toogood,t55.10,t55,  U  ,toogood:t55.10_  U  ,405.5512746,1269.935894
toogood,t55.10,t55,  V  ,toogood:t55.10_  V  ,569.7676617,1336.911119
toogood,t55.10,t55,  o:  ,toogood:t55.10_  o:  ,504.7204197,1721.798543
toogood,t55.10,t55,  E  ,toogood:t55.10_  E  ,488.6514603,1550.917797
toogood,t55.10,t55,  O  ,toogood:t55.10_  O  ,723.1510041,1388.08867
toogood,t55.10,t55,  A  ,toogood:t55.10_  A  ,586.534336,1744.576287
toogood,t55.10,t55,  O  ,toogood:t55.10_  O  ,506.9810161,1233.962249
toogood,t55.11,t55,  O  ,toogood:t55.11_  O  ,588.8829537,1224.417407
toogood,t55.11,t55,  @:  ,toogood:t55.11_  @:  ,546.0725853,1355.519094
toogood,t55.11,t55,  u:  ,toogood:t55.11_  u:  ,387.0647715,1351.879375
toogood,t55.11,t55,  a:  ,toogood:t55.11_  a:  ,584.630919,1288.7127
toogood,t55.11,t55,  I  ,toogood:t55.11_  I  ,399.5086926,1764.756425
toogood,t55.11,t55,  @:  ,toogood:t55.11_  @:  ,521.2136728,1337.92219
toogood,t55.11,t55,  u:  ,toogood:t55.11_  u:  ,380.7979196,1343.53285
toogood,t55.12,t55,  o:  ,toogood:t55.12_  o:  ,503.8122432,1128.296268
toogood,t55.12,t55,  E  ,toogood:t55.12_  E  ,507.7476076,1755.093057
toogood,t55.12,t55,  I  ,toogood:t55.12_  I  ,472.1799468,1824.438435
toogood,t55.12,t55,  I  ,toogood:t55.12_  I  ,476.4438547,1679.40706
toogood,t55.12,t55,  A  ,toogood:t55.12_  A  ,547.0848546,1618.43417
toogood,t55.12,t55,  E  ,toogood:t55.12_  E  ,502.6895521,1682.782641
toogood,t55.12,t55,  I  ,toogood:t55.12_  I  ,414.3160085,1859.159545
toogood,t55.12,t55,  E  ,toogood:t55.12_  E  ,484.9135648,1751.811304
toogood,t55.12,t55,  U  ,toogood:t55.12_  U  ,461.690267,1181.265682
toogood,t55.13,t55,  A  ,toogood:t55.13_  A  ,522.0355627,1498.498105
toogood,t55.13,t55,  u:  ,toogood:t55.13_  u:  ,365.2509893,1298.175193
toogood,t55.13,t55,  u:  ,toogood:t55.13_  u:  ,426.1343797,1356.130946
toogood,t55.13,t55,  u:  ,toogood:t55.13_  u:  ,373.284398,1497.942338
toogood,t55.13,t55,  A  ,toogood:t55.13_  A  ,629.0823158,1746.737896
toogood,t55.13,t55,  o:  ,toogood:t55.13_  o:  ,518.5732013,1686.462453
toogood,t55.13,t55,  V  ,toogood:t55.13_  V  ,551.702376,1355.375602
toogood,t55.13,t55,  u:  ,toogood:t55.13_  u:  ,431.2455786,1346.889849
toogood,t55.13,t55,  i:  ,toogood:t55.13_  i:  ,306.6199561,1967.757962
toogood,t55.13,t55,  i:  ,toogood:t55.13_  i:  ,393.660655,1936.974165
toogood,t55.13,t55,  i:  ,toogood:t55.13_  i:  ,337.3593084,1952.081285
toogood,t55.13,t55,  E  ,toogood:t55.13_  E  ,529.468511,1538.319874
toogood,t55.14,t55,  u:  ,toogood:t55.14_  u:  ,392.5791617,1325.146097
toogood,t55.14,t55,  o:  ,toogood:t55.14_  o:  ,533.0081695,1618.848981
toogood,t55.14,t55,  O  ,toogood:t55.14_  O  ,570.044912,1171.251628
toogood,t55.14,t55,  A  ,toogood:t55.14_  A  ,564.8695842,1552.392001
toogood,t55.14,t55,  i:  ,toogood:t55.14_  i:  ,350.8007439,1926.696065
toogood,t55.14,t55,  u:  ,toogood:t55.14_  u:  ,367.2477211,1288.405607
toogood,t55.14,t55,  I  ,toogood:t55.14_  I  ,429.8948286,1660.004037
toogood,t55.14,t55,  u:  ,toogood:t55.14_  u:  ,376.3816896,1290.221055
toogood,t55.14,t55,  I  ,toogood:t55.14_  I  ,423.8915443,1553.741801
toogood,t55.15,t55,  u:  ,toogood:t55.15_  u:  ,405.5198899,1321.182538
toogood,t55.15,t55,  E  ,toogood:t55.15_  E  ,497.7123576,1530.782685
toogood,t55.15,t55,  O  ,toogood:t55.15_  O  ,612.6329537,1252.830518
toogood,t55.15,t55,  u:  ,toogood:t55.15_  u:  ,400.882446,1349.344473
toogood,t55.15,t55,  I  ,toogood:t55.15_  I  ,491.2972517,1492.853361
toogood,t55.15,t55,  @:  ,toogood:t55.15_  @:  ,476.2104803,1315.993938
toogood,t55.15,t55,  u:  ,toogood:t55.15_  u:  ,416.1980799,1265.351673
toogood,t55.15,t55,  E  ,toogood:t55.15_  E  ,516.4667841,1573.286637
toogood,t55.15,t55,  a:  ,toogood:t55.15_  a:  ,640.6076843,1322.705386
toogood,t55.15,t55,  A  ,toogood:t55.15_  A  ,643.6674775,1657.966325
toogood,t55.15,t55,  u:  ,toogood:t55.15_  u:  ,402.4744297,1261.473964
toogood,t55.15,t55,  E  ,toogood:t55.15_  E  ,524.4836185,1705.894955
toogood,t55.16,t55,  o:  ,toogood:t55.16_  o:  ,612.8074904,1591.305044
toogood,t55.16,t55,  a:  ,toogood:t55.16_  a:  ,640.1096287,1296.780613
toogood,t55.17,t55,  I  ,toogood:t55.17_  I  ,486.1849479,1829.778346
toogood,t55.17,t55,  @:  ,toogood:t55.17_  @:  ,487.0391918,1279.64421
toogood,t55.17,t55,  I  ,toogood:t55.17_  I  ,389.2386705,1969.855469
toogood,t55.17,t55,  O  ,toogood:t55.17_  O  ,576.4669258,1150.034226
toogood,t55.17,t55,  I  ,toogood:t55.17_  I  ,400.3518277,1924.291883
toogood,t55.17,t55,  I  ,toogood:t55.17_  I  ,403.8641422,1587.803902
toogood,t55.17,t55,  i:  ,toogood:t55.17_  i:  ,384.0846547,1812.402944
toogood,t55.17,t55,  i:  ,toogood:t55.17_  i:  ,311.5505804,1993.110188
toogood,t55.17,t55,  o:  ,toogood:t55.17_  o:  ,536.0552629,1953.444526
toogood,t55.18,t55,  O  ,toogood:t55.18_  O  ,550.0231413,1235.325905
toogood,t55.18,t55,  i:  ,toogood:t55.18_  i:  ,388.4319615,1858.393207
toogood,t55.18,t55,  V  ,toogood:t55.18_  V  ,547.5925402,1279.645967
toogood,t55.18,t55,  I  ,toogood:t55.18_  I  ,387.8105244,1559.799767
toogood,t55.18,t55,  i:  ,toogood:t55.18_  i:  ,358.5735506,1887.5567
toogood,t55.18,t55,  o:  ,toogood:t55.18_  o:  ,564.5636534,1782.404222
toogood,t55.19,t55,  A  ,toogood:t55.19_  A  ,552.1747756,1757.870793
toogood,t55.2,t55,  I  ,toogood:t55.2_  I  ,368.8867651,1960.110651
toogood,t55.2,t55,  A  ,toogood:t55.2_  A  ,534.7686725,1668.448845
toogood,t55.2,t55,  V  ,toogood:t55.2_  V  ,637.8115494,1434.86469
toogood,t55.2,t55,  O  ,toogood:t55.2_  O  ,551.1351755,1158.281772
toogood,t55.2,t55,  A  ,toogood:t55.2_  A  ,619.4823808,1644.66295
toogood,t55.2,t55,  @:  ,toogood:t55.2_  @:  ,551.9274861,1409.067828
toogood,t55.2,t55,  o:  ,toogood:t55.2_  o:  ,506.2166483,1744.311377
toogood,t55.20,t55,  u:  ,toogood:t55.20_  u:  ,419.9391279,1288.949481
toogood,t55.20,t55,  u:  ,toogood:t55.20_  u:  ,383.8295251,1325.630557
toogood,t55.20,t55,  E  ,toogood:t55.20_  E  ,526.9234829,1756.88912
toogood,t55.20,t55,  V  ,toogood:t55.20_  V  ,595.1856074,1243.674952
toogood,t55.20,t55,  E  ,toogood:t55.20_  E  ,450.2470572,1769.829753
toogood,t55.22,t55,  O  ,toogood:t55.22_  O  ,587.3503125,1233.241067
toogood,t55.22,t55,  i:  ,toogood:t55.22_  i:  ,335.1182681,1906.240383
toogood,t55.22,t55,  I  ,toogood:t55.22_  I  ,425.7266909,1744.160351
toogood,t55.22,t55,  o:  ,toogood:t55.22_  o:  ,532.6650106,1191.26067
toogood,t55.22,t55,  A  ,toogood:t55.22_  A  ,564.6547048,1612.037942
toogood,t55.22,t55,  I  ,toogood:t55.22_  I  ,399.0987032,1618.236836
toogood,t55.22,t55,  I  ,toogood:t55.22_  I  ,474.3787725,1700.616714
toogood,t55.23,t55,  o:  ,toogood:t55.23_  o:  ,508.9389972,1422.234625
toogood,t55.23,t55,  E  ,toogood:t55.23_  E  ,516.7787206,1653.946514
toogood,t55.23,t55,  A  ,toogood:t55.23_  A  ,487.6982063,1389.208897
toogood,t55.23,t55,  V  ,toogood:t55.23_  V  ,558.1845995,1250.115812
toogood,t55.23,t55,  @:  ,toogood:t55.23_  @:  ,560.7873014,1354.527405
toogood,t55.23,t55,  A  ,toogood:t55.23_  A  ,623.2563439,1722.842454
toogood,t55.23,t55,  o:  ,toogood:t55.23_  o:  ,501.2816336,1572.684902
toogood,t55.23,t55,  A  ,toogood:t55.23_  A  ,617.4834622,1645.016219
toogood,t55.23,t55,  o:  ,toogood:t55.23_  o:  ,533.9390302,1564.245316
toogood,t55.24,t55,  @:  ,toogood:t55.24_  @:  ,518.7678131,1379.880228
toogood,t55.24,t55,  o:  ,toogood:t55.24_  o:  ,552.7879575,1435.996044
toogood,t55.24,t55,  E  ,toogood:t55.24_  E  ,537.6520607,1606.266379
toogood,t55.24,t55,  u:  ,toogood:t55.24_  u:  ,392.3681536,1253.980108
toogood,t55.24,t55,  i:  ,toogood:t55.24_  i:  ,378.4643975,1963.451315
toogood,t55.25,t55,  O  ,toogood:t55.25_  O  ,544.6017233,1248.284767
toogood,t55.25,t55,  A  ,toogood:t55.25_  A  ,522.0986201,1590.162621
toogood,t55.25,t55,  V  ,toogood:t55.25_  V  ,584.3205933,1366.749532
toogood,t55.25,t55,  A  ,toogood:t55.25_  A  ,538.858917,1569.460628
toogood,t55.25,t55,  @:  ,toogood:t55.25_  @:  ,560.9195105,1358.960391
toogood,t55.25,t55,  u:  ,toogood:t55.25_  u:  ,432.1188869,1507.581651
toogood,t55.25,t55,  E  ,toogood:t55.25_  E  ,515.2673453,1787.8013
toogood,t55.25,t55,  A  ,toogood:t55.25_  A  ,558.1991252,1688.273897
toogood,t55.26,t55,  I  ,toogood:t55.26_  I  ,432.6798513,1663.944047
toogood,t55.26,t55,  u:  ,toogood:t55.26_  u:  ,380.2385005,1416.007178
toogood,t55.26,t55,  A  ,toogood:t55.26_  A  ,568.9154346,1564.660245
toogood,t55.26,t55,  i:  ,toogood:t55.26_  i:  ,359.4234521,1926.527853
toogood,t55.26,t55,  @:  ,toogood:t55.26_  @:  ,488.6022292,1513.140319
toogood,t55.26,t55,  A  ,toogood:t55.26_  A  ,528.4447707,1543.478759
toogood,t55.27,t55,  U  ,toogood:t55.27_  U  ,406.5485407,1262.185782
toogood,t55.27,t55,  I  ,toogood:t55.27_  I  ,448.9993714,1353.370388
toogood,t55.28,t55,  O  ,toogood:t55.28_  O  ,599.3752454,1299.050071
toogood,t55.28,t55,  A  ,toogood:t55.28_  A  ,556.2985375,1593.660675
toogood,t55.28,t55,  @:  ,toogood:t55.28_  @:  ,512.653813,1407.655068
toogood,t55.29,t55,  @:  ,toogood:t55.29_  @:  ,445.4549538,1409.022638
toogood,t55.29,t55,  O  ,toogood:t55.29_  O  ,587.6601431,1290.291245
toogood,t55.29,t55,  O  ,toogood:t55.29_  O  ,655.2535528,1280.263714
toogood,t55.29,t55,  E  ,toogood:t55.29_  E  ,470.3911913,1549.123489
toogood,t55.3,t55,  E  ,toogood:t55.3_  E  ,539.0382248,1551.053236
toogood,t55.3,t55,  o:  ,toogood:t55.3_  o:  ,511.195554,1766.876138
toogood,t55.3,t55,  I  ,toogood:t55.3_  I  ,447.5388274,1744.831006
toogood,t55.3,t55,  u:  ,toogood:t55.3_  u:  ,371.9805137,1531.561866
toogood,t55.3,t55,  V  ,toogood:t55.3_  V  ,586.2805286,1290.112719
toogood,t55.30,t55,  O  ,toogood:t55.30_  O  ,613.9419573,1416.641724
toogood,t55.30,t55,  a:  ,toogood:t55.30_  a:  ,567.050234,1291.779376
toogood,t55.30,t55,  E  ,toogood:t55.30_  E  ,538.2155733,1573.402579
toogood,t55.30,t55,  i:  ,toogood:t55.30_  i:  ,323.1324464,1996.260004
toogood,t55.30,t55,  I  ,toogood:t55.30_  I  ,397.7176911,1789.888636
toogood,t55.30,t55,  u:  ,toogood:t55.30_  u:  ,420.5624857,1668.43418
toogood,t55.30,t55,  O  ,toogood:t55.30_  O  ,641.0310894,1291.737929
toogood,t55.31,t55,  O  ,toogood:t55.31_  O  ,564.980019,1137.7202
toogood,t55.32,t55,  V  ,toogood:t55.32_  V  ,590.9942342,1443.474479
toogood,t55.32,t55,  A  ,toogood:t55.32_  A  ,577.7548231,1836.556885
toogood,t55.32,t55,  I  ,toogood:t55.32_  I  ,404.2290788,1470.581794
toogood,t55.33,t55,  i:  ,toogood:t55.33_  i:  ,351.5436768,1879.422768
toogood,t55.33,t55,  o:  ,toogood:t55.33_  o:  ,525.6809554,1414.55824
toogood,t55.33,t55,  O  ,toogood:t55.33_  O  ,661.8697082,1129.741111
toogood,t55.34,t55,  I  ,toogood:t55.34_  I  ,443.3169203,1564.75503
toogood,t55.34,t55,  E  ,toogood:t55.34_  E  ,614.2302693,1820.022151
toogood,t55.34,t55,  E  ,toogood:t55.34_  E  ,531.1034494,1864.559471
toogood,t55.34,t55,  A  ,toogood:t55.34_  A  ,623.6045646,1600.366619
toogood,t55.34,t55,  @:  ,toogood:t55.34_  @:  ,484.7047171,1399.451203
toogood,t55.34,t55,  o:  ,toogood:t55.34_  o:  ,484.4524195,1441.937208
toogood,t55.34,t55,  E  ,toogood:t55.34_  E  ,545.0458692,1778.815598
toogood,t55.34,t55,  i:  ,toogood:t55.34_  i:  ,340.483959,1913.859662
toogood,t55.34,t55,  E  ,toogood:t55.34_  E  ,569.3561361,1842.191456
toogood,t55.34,t55,  a:  ,toogood:t55.34_  a:  ,626.5308115,1245.578611
toogood,t55.34,t55,  A  ,toogood:t55.34_  A  ,534.9532899,1728.675803
toogood,t55.34,t55,  o:  ,toogood:t55.34_  o:  ,530.8509052,1860.906587
toogood,t55.34,t55,  O  ,toogood:t55.34_  O  ,580.8452688,1229.063294
toogood,t55.35,t55,  o:  ,toogood:t55.35_  o:  ,575.8321064,1837.340032
toogood,t55.35,t55,  E  ,toogood:t55.35_  E  ,536.4643429,1833.310306
toogood,t55.35,t55,  A  ,toogood:t55.35_  A  ,522.2150523,1554.227184
toogood,t55.35,t55,  u:  ,toogood:t55.35_  u:  ,420.3489134,1435.710337
toogood,t55.35,t55,  E  ,toogood:t55.35_  E  ,512.3746853,1780.022934
toogood,t55.35,t55,  A  ,toogood:t55.35_  A  ,589.9263132,1626.899789
toogood,t55.35,t55,  A  ,toogood:t55.35_  A  ,547.5556321,1804.534231
toogood,t55.36,t55,  o:  ,toogood:t55.36_  o:  ,592.9238588,2051.728627
toogood,t55.36,t55,  E  ,toogood:t55.36_  E  ,505.6751856,1770.565754
toogood,t55.36,t55,  E  ,toogood:t55.36_  E  ,475.6246442,1777.171478
toogood,t55.37,t55,  A  ,toogood:t55.37_  A  ,515.0808748,1476.021754
toogood,t55.37,t55,  E  ,toogood:t55.37_  E  ,461.0422051,1532.311548
toogood,t55.37,t55,  V  ,toogood:t55.37_  V  ,523.1641466,1331.931336
toogood,t55.37,t55,  A  ,toogood:t55.37_  A  ,579.7709761,1609.708968
toogood,t55.38,t55,  o:  ,toogood:t55.38_  o:  ,440.1828176,1042.51029
toogood,t55.38,t55,  u:  ,toogood:t55.38_  u:  ,357.8631363,1397.682617
toogood,t55.38,t55,  V  ,toogood:t55.38_  V  ,571.0256203,1284.664293
toogood,t55.38,t55,  A  ,toogood:t55.38_  A  ,531.0279818,1689.324093
toogood,t55.38,t55,  a:  ,toogood:t55.38_  a:  ,755.9929075,1330.748405
toogood,t55.38,t55,  O  ,toogood:t55.38_  O  ,607.3185163,1396.655996
toogood,t55.39,t55,  o:  ,toogood:t55.39_  o:  ,599.7836025,1527.663572
toogood,t55.39,t55,  A  ,toogood:t55.39_  A  ,674.7195842,1847.800897
toogood,t55.4,t55,  E  ,toogood:t55.4_  E  ,513.9248018,1617.106981
toogood,t55.4,t55,  i:  ,toogood:t55.4_  i:  ,406.0917474,1841.426493
toogood,t55.4,t55,  A  ,toogood:t55.4_  A  ,585.5746249,1552.278497
toogood,t55.40,t55,  u:  ,toogood:t55.40_  u:  ,397.1984566,1650.691822
toogood,t55.40,t55,  i:  ,toogood:t55.40_  i:  ,356.8228365,1819.943963
toogood,t55.41,t55,  A  ,toogood:t55.41_  A  ,546.8201418,1651.96422
toogood,t55.41,t55,  E  ,toogood:t55.41_  E  ,446.5575768,1686.56466
toogood,t55.41,t55,  E  ,toogood:t55.41_  E  ,546.5919565,1729.887222
toogood,t55.41,t55,  u:  ,toogood:t55.41_  u:  ,370.2080179,1386.209988
toogood,t55.41,t55,  E  ,toogood:t55.41_  E  ,449.7770073,1680.22636
toogood,t55.41,t55,  A  ,toogood:t55.41_  A  ,569.6910585,1600.188828
toogood,t55.42,t55,  O  ,toogood:t55.42_  O  ,548.5143953,1189.023913
toogood,t55.42,t55,  E  ,toogood:t55.42_  E  ,535.1515934,1693.453755
toogood,t55.43,t55,  U  ,toogood:t55.43_  U  ,523.4661762,1430.38258
toogood,t55.43,t55,  A  ,toogood:t55.43_  A  ,626.7828406,1716.958808
toogood,t55.43,t55,  A  ,toogood:t55.43_  A  ,587.9594475,1721.540699
toogood,t55.44,t55,  I  ,toogood:t55.44_  I  ,437.9877715,1350.417561
toogood,t55.44,t55,  O  ,toogood:t55.44_  O  ,600.9275153,1316.157528
toogood,t55.44,t55,  A  ,toogood:t55.44_  A  ,607.8007488,1840.109424
toogood,t55.44,t55,  E  ,toogood:t55.44_  E  ,493.7613141,1519.402356
toogood,t55.44,t55,  A  ,toogood:t55.44_  A  ,578.4228052,1694.278989
toogood,t55.44,t55,  E  ,toogood:t55.44_  E  ,499.2683654,1576.991849
toogood,t55.45,t55,  E  ,toogood:t55.45_  E  ,538.6150183,1640.036102
toogood,t55.45,t55,  A  ,toogood:t55.45_  A  ,524.2315429,1747.845351
toogood,t55.45,t55,  E  ,toogood:t55.45_  E  ,493.5894229,1536.803103
toogood,t55.46,t55,  a:  ,toogood:t55.46_  a:  ,628.9136948,1358.861542
toogood,t55.46,t55,  I  ,toogood:t55.46_  I  ,418.4184846,1295.001919
toogood,t55.46,t55,  O  ,toogood:t55.46_  O  ,569.6293829,1288.714492
toogood,t55.47,t55,  a:  ,toogood:t55.47_  a:  ,601.4901868,1313.121097
toogood,t55.48,t55,  A  ,toogood:t55.48_  A  ,614.7489171,1724.485947
toogood,t55.48,t55,  V  ,toogood:t55.48_  V  ,628.1458985,1381.231095
toogood,t55.48,t55,  @:  ,toogood:t55.48_  @:  ,623.9095649,1417.195598
toogood,t55.48,t55,  E  ,toogood:t55.48_  E  ,569.3114052,1810.330617
toogood,t55.48,t55,  E  ,toogood:t55.48_  E  ,544.9029468,1613.992901
toogood,t55.48,t55,  A  ,toogood:t55.48_  A  ,632.2581162,1719.592746
toogood,t55.48,t55,  a:  ,toogood:t55.48_  a:  ,654.9647704,1387.19825
toogood,t55.48,t55,  o:  ,toogood:t55.48_  o:  ,483.748923,1383.25336
toogood,t55.48,t55,  O  ,toogood:t55.48_  O  ,600.7462554,1234.919843
toogood,t55.49,t55,  A  ,toogood:t55.49_  A  ,671.4328993,1791.75495
toogood,t55.49,t55,  A  ,toogood:t55.49_  A  ,675.9476783,1721.404946
toogood,t55.49,t55,  i:  ,toogood:t55.49_  i:  ,352.0098659,1902.284835
toogood,t55.5,t55,  E  ,toogood:t55.5_  E  ,507.3852762,1629.338007
toogood,t55.50,t55,  A  ,toogood:t55.50_  A  ,571.3492165,1694.349054
toogood,t55.50,t55,  A  ,toogood:t55.50_  A  ,617.785668,1625.762201
toogood,t55.50,t55,  u:  ,toogood:t55.50_  u:  ,361.2276587,1378.533146
toogood,t55.50,t55,  u:  ,toogood:t55.50_  u:  ,389.9738521,1335.426907
toogood,t55.50,t55,  I  ,toogood:t55.50_  I  ,504.5250023,1634.927232
toogood,t55.50,t55,  A  ,toogood:t55.50_  A  ,594.1261988,1637.440123
toogood,t55.50,t55,  I  ,toogood:t55.50_  I  ,456.1927191,1618.969633
toogood,t55.50,t55,  o:  ,toogood:t55.50_  o:  ,534.4710651,1516.759557
toogood,t55.50,t55,  A  ,toogood:t55.50_  A  ,592.3217343,1780.265426
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,612.3196263,1664.73915
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,590.7261822,1649.809666
toogood,t55.51,t55,  E  ,toogood:t55.51_  E  ,482.5053969,1772.127116
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,577.4749468,1562.168293
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,581.4678672,1646.310043
toogood,t55.51,t55,  E  ,toogood:t55.51_  E  ,498.9610903,1711.846847
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,583.5192765,1554.443314
toogood,t55.51,t55,  V  ,toogood:t55.51_  V  ,538.7976178,1344.856485
toogood,t55.51,t55,  A  ,toogood:t55.51_  A  ,519.1656482,1561.746757
toogood,t55.52,t55,  O  ,toogood:t55.52_  O  ,596.6964547,1545.433188
toogood,t55.52,t55,  E  ,toogood:t55.52_  E  ,532.7616992,1629.383379
toogood,t55.52,t55,  I  ,toogood:t55.52_  I  ,375.8827742,1894.021454
toogood,t55.52,t55,  I  ,toogood:t55.52_  I  ,408.0818057,1920.352979
toogood,t55.52,t55,  O  ,toogood:t55.52_  O  ,619.7217899,1139.966237
toogood,t55.52,t55,  V  ,toogood:t55.52_  V  ,550.251431,1254.235703
toogood,t55.52,t55,  u:  ,toogood:t55.52_  u:  ,393.1213678,1121.673144
toogood,t55.52,t55,  E  ,toogood:t55.52_  E  ,513.4772147,1846.675076
toogood,t55.52,t55,  @:  ,toogood:t55.52_  @:  ,439.8461788,1326.915404
toogood,t55.52,t55,  I  ,toogood:t55.52_  I  ,455.9678689,1698.876957
toogood,t55.52,t55,  V  ,toogood:t55.52_  V  ,580.2748317,1308.816228
toogood,t55.52,t55,  I  ,toogood:t55.52_  I  ,438.4734265,1732.597527
toogood,t55.53,t55,  V  ,toogood:t55.53_  V  ,571.1590683,1289.534172
toogood,t55.53,t55,  E  ,toogood:t55.53_  E  ,504.2369514,1741.942065
toogood,t55.53,t55,  @:  ,toogood:t55.53_  @:  ,463.3551251,1325.343436
toogood,t55.54,t55,  A  ,toogood:t55.54_  A  ,596.6802073,1666.433186
toogood,t55.54,t55,  V  ,toogood:t55.54_  V  ,602.5113357,1380.238663
toogood,t55.54,t55,  u:  ,toogood:t55.54_  u:  ,460.534237,1188.141229
toogood,t55.54,t55,  A  ,toogood:t55.54_  A  ,583.6057885,1609.370826
toogood,t55.54,t55,  O  ,toogood:t55.54_  O  ,557.9735846,1285.433699
toogood,t55.54,t55,  I  ,toogood:t55.54_  I  ,503.4267009,1407.175816
toogood,t55.54,t55,  A  ,toogood:t55.54_  A  ,622.3253824,1657.55627
toogood,t55.55,t55,  V  ,toogood:t55.55_  V  ,591.912655,1337.812656
toogood,t55.55,t55,  A  ,toogood:t55.55_  A  ,583.8700103,1684.344554
toogood,t55.55,t55,  o:  ,toogood:t55.55_  o:  ,554.0462517,1799.812118
toogood,t55.55,t55,  E  ,toogood:t55.55_  E  ,560.8474181,1799.804235
toogood,t55.55,t55,  A  ,toogood:t55.55_  A  ,543.7335378,1661.904226
toogood,t55.55,t55,  A  ,toogood:t55.55_  A  ,553.6991998,1511.064214
toogood,t55.56,t55,  i:  ,toogood:t55.56_  i:  ,384.1905329,1928.997645
toogood,t55.56,t55,  o:  ,toogood:t55.56_  o:  ,524.5406869,1697.380001
toogood,t55.56,t55,  E  ,toogood:t55.56_  E  ,513.3473408,1655.618913
toogood,t55.56,t55,  u:  ,toogood:t55.56_  u:  ,434.4076693,1373.772315
toogood,t55.57,t55,  o:  ,toogood:t55.57_  o:  ,546.5388979,1789.669587
toogood,t55.57,t55,  u:  ,toogood:t55.57_  u:  ,396.4838131,1212.543608
toogood,t55.57,t55,  E  ,toogood:t55.57_  E  ,546.0280322,1722.074524
toogood,t55.57,t55,  V  ,toogood:t55.57_  V  ,496.9653331,1290.17629
toogood,t55.58,t55,  A  ,toogood:t55.58_  A  ,544.2596358,1581.546975
toogood,t55.58,t55,  E  ,toogood:t55.58_  E  ,505.5174729,1543.029683
toogood,t55.58,t55,  E  ,toogood:t55.58_  E  ,526.9470849,1685.721454
toogood,t55.58,t55,  V  ,toogood:t55.58_  V  ,618.6441583,1370.17038
toogood,t55.58,t55,  u:  ,toogood:t55.58_  u:  ,371.5672535,1458.563697
toogood,t55.58,t55,  E  ,toogood:t55.58_  E  ,513.8253003,1509.444371
toogood,t55.58,t55,  @:  ,toogood:t55.58_  @:  ,498.4340977,1305.742666
toogood,t55.59,t55,  @:  ,toogood:t55.59_  @:  ,481.0845497,1398.807043
toogood,t55.59,t55,  i:  ,toogood:t55.59_  i:  ,362.8090035,1996.118601
toogood,t55.59,t55,  I  ,toogood:t55.59_  I  ,398.3475126,1795.85248
toogood,t55.59,t55,  O  ,toogood:t55.59_  O  ,616.2927396,1254.305279
toogood,t55.6,t55,  V  ,toogood:t55.6_  V  ,537.6206224,1353.728018
toogood,t55.6,t55,  u:  ,toogood:t55.6_  u:  ,388.6942245,1386.082263
toogood,t55.7,t55,  V  ,toogood:t55.7_  V  ,547.5932917,1336.029691
toogood,t55.7,t55,  i:  ,toogood:t55.7_  i:  ,381.3013801,1944.462754
toogood,t55.8,t55,  V  ,toogood:t55.8_  V  ,555.4851819,1311.807054
toogood,t55.8,t55,  o:  ,toogood:t55.8_  o:  ,537.9027642,1657.64256
toogood,t55.9,t55,  V  ,toogood:t55.9_  V  ,575.3507755,1340.773929
toogood,t6901,t69,  o:  ,toogood:t6901_  o:  ,558.9466014,1377.170873
toogood,t6901,t69,  o:  ,toogood:t6901_  o:  ,470.5116101,1108.071012
toogood,t6901,t69,  o:  ,toogood:t6901_  o:  ,464.7771576,1164.775231
toogood,t6901,t69,  A  ,toogood:t6901_  A  ,596.8868171,1564.821861
toogood,t6901,t69,  O  ,toogood:t6901_  O  ,658.6882378,1207.565996
toogood,t6901,t69,  @:  ,toogood:t6901_  @:  ,542.464861,1422.762191
toogood,t6901,t69,  E  ,toogood:t6901_  E  ,672.4717097,1528.921957
toogood,t6901,t69,  a:  ,toogood:t6901_  a:  ,847.7089486,1515.507396
toogood,t6901,t69,  i:  ,toogood:t6901_  i:  ,450.2880251,1801.133676
toogood,t6901,t69,  i:  ,toogood:t6901_  i:  ,430.382057,1808.829171
toogood,t6901,t69,  A  ,toogood:t6901_  A  ,654.4513629,1668.609463
toogood,t6901,t69,  V  ,toogood:t6901_  V  ,833.8258837,1459.836918
toogood,t6901,t69,  o:  ,toogood:t6901_  o:  ,465.8034819,1023.394537
toogood,t6901,t69,  E  ,toogood:t6901_  E  ,459.0089133,1439.086442
toogood,t6902,t69,  O  ,toogood:t6902_  O  ,631.8439385,1142.10307
toogood,t6902,t69,  O  ,toogood:t6902_  O  ,484.4950346,1014.719962
toogood,t6902,t69,  A  ,toogood:t6902_  A  ,733.4262097,1617.876261
