Speaker,filename,Group,Vowel,utts_vow,F1,F2
toogood,t8531b,t85,i:,toogood:t8531b_i:,337.7930263,1809.533364
toogood,t8531b,t85,i:,toogood:t8531b_i:,281.0368554,1868.209142
toogood,t8531b,t85,A,toogood:t8531b_A,511.622275,1615.754496
toogood,t8531b,t85,i:,toogood:t8531b_i:,295.8861231,1823.038263
toogood,t8531b,t85,I,toogood:t8531b_I,245.3426271,1755.838736
crump,c60.1,c60,o:,crump:c60.1_o:,380,852.8810314
crump,c60.1,c60,u:,crump:c60.1_u:,300,1765.56
crump,c60.1,c60,A,crump:c60.1_A,426.8074584,1752
crump,c60.1,c60,O,crump:c60.1_O,466.938409,932
crump,c60.1,c60,E,crump:c60.1_E,275.9802556,1656.10697
crump,c60.1,c60,U,crump:c60.1_U,360,1080
crump,c60.10,c60,i:,crump:c60.10_i:,258.2662894,2012.196
crump,c60.10,c60,A,crump:c60.10_A,372.4816305,1742.35764
crump,c60.10,c60,i:,crump:c60.10_i:,256.04703,2026.722846
crump,c60.10,c60,@:,crump:c60.10_@:,315.7395965,1480
crump,c60.11,c60,A,crump:c60.11_A,418.5096806,1417.396
crump,c60.11,c60,O,crump:c60.11_O,469.396,1062.389866
crump,c60.11,c60,A,crump:c60.11_A,496.1908657,1375.045987
crump,c60.11,c60,O,crump:c60.11_O,481.8335508,1015.969212
crump,c60.11,c60,E,crump:c60.11_E,236.6307311,1560
crump,c60.11,c60,u:,crump:c60.11_u:,337.8428493,1568.872835
crump,c60.11,c60,o:,crump:c60.11_o:,291.6619722,786.604
crump,c60.11,c60,E,crump:c60.11_E,271.5838019,1881.396
crump,c60.11,c60,u:,crump:c60.11_u:,343.9489041,1520
crump,c60.12,c60,O,crump:c60.12_O,466.4265544,988.0288198
crump,c60.12,c60,E,crump:c60.12_E,288.1216755,1602.987608
crump,c60.12,c60,V,crump:c60.12_V,413.1780582,1118.094238
crump,c60.12,c60,V,crump:c60.12_V,508.2878422,1278.065732
crump,c60.12,c60,u:,crump:c60.12_u:,272.9332307,1639.792
crump,c60.12,c60,I,crump:c60.12_I,390.4125436,1732.646543
crump,c60.12,c60,O,crump:c60.12_O,542.8713574,987.3090925
crump,c60.13,c60,I,crump:c60.13_I,460.9019625,1371.907088
crump,c60.13,c60,I,crump:c60.13_I,338.822451,1745.838183
crump,c60.13,c60,V,crump:c60.13_V,541.184,1160
crump,c60.13,c60,o:,crump:c60.13_o:,361.184,872.6101263
crump,c60.13,c60,V,crump:c60.13_V,498.348362,1254.368
crump,c60.13,c60,I,crump:c60.13_I,280,1600
crump,c60.13,c60,O,crump:c60.13_O,520.0531984,941.8701749
crump,c60.14,c60,A,crump:c60.14_A,319.7113137,1883.58044
crump,c60.14,c60,O,crump:c60.14_O,469.4179764,926.726806
crump,c60.14,c60,u:,crump:c60.14_u:,269.3326605,1700
crump,c60.15,c60,I,crump:c60.15_I,311.0493889,1740
crump,c60.15,c60,V,crump:c60.15_V,583.616,1220
crump,c60.15,c60,O,crump:c60.15_O,467.3718742,1029.808
crump,c60.15,c60,I,crump:c60.15_I,302.1786965,1822.576
crump,c60.15,c60,u:,crump:c60.15_u:,249.2124731,1657.808
crump,c60.15,c60,I,crump:c60.15_I,258.123068,2024.815895
crump,c60.15,c60,o:,crump:c60.15_o:,331.9900077,814.9857761
crump,c60.16,c60,E,crump:c60.16_E,433.286852,1404.978212
crump,c60.16,c60,a:,crump:c60.16_a:,685.1352781,1301.909876
crump,c60.16,c60,a:,crump:c60.16_a:,598.9874366,1269.749939
crump,c60.16,c60,O,crump:c60.16_O,605.4322026,962.0480701
crump,c60.16,c60,i:,crump:c60.16_i:,254.6314777,2066.382612
crump,c60.16,c60,I,crump:c60.16_I,362.3766804,1885.562449
crump,c60.17,c60,a:,crump:c60.17_a:,565.485433,1144.516442
crump,c60.17,c60,A,crump:c60.17_A,468.6820807,1570.838975
crump,c60.17,c60,I,crump:c60.17_I,367.8522337,1960.710444
crump,c60.17a,c60,I,crump:c60.17a_I,353.3557776,1344.691937
crump,c60.18,c60,A,crump:c60.18_A,360,1519.776
crump,c60.18,c60,I,crump:c60.18_I,303.574831,1397.803797
crump,c60.18,c60,i:,crump:c60.18_i:,231.5340687,2043.776
crump,c60.18,c60,I,crump:c60.18_I,296.167626,1803.776
crump,c60.18,c60,V,crump:c60.18_V,620,1140
crump,c60.18,c60,A,crump:c60.18_A,460.3042758,1660
crump,c60.18,c60,V,crump:c60.18_V,569.7786718,1168.716314
crump,c60.18,c60,a:,crump:c60.18_a:,615.776,1380
crump,c60.18,c60,V,crump:c60.18_V,279.8401248,1077.85939
crump,c60.18,c60,o:,crump:c60.18_o:,278.5586357,800
crump,c60.18,c60,o:,crump:c60.18_o:,295.552,909.8872274
crump,c60.19,c60,O,crump:c60.19_O,500,900
crump,c60.19,c60,o:,crump:c60.19_o:,371.1845648,813.2917126
crump,c60.19,c60,u:,crump:c60.19_u:,319.262368,1882.575347
crump,c60.19,c60,I,crump:c60.19_I,410.9018113,1809.26
crump,c60.19,c60,V,crump:c60.19_V,488.053657,1193.972882
crump,c60.19,c60,V,crump:c60.19_V,480.3369603,1297.735949
crump,c60.19,c60,I,crump:c60.19_I,305.3256184,1876.84
crump,c60.19,c60,I,crump:c60.19_I,315.7233401,1676.42
crump,c60.19,c60,A,crump:c60.19_A,295.4907238,1940
crump,c60.19,c60,O,crump:c60.19_O,473.6772082,959.5668356
crump,c60.19,c60,V,crump:c60.19_V,465.1784284,1128.496397
crump,c60.19,c60,A,crump:c60.19_A,261.9422748,1920
crump,c60.19,c60,u:,crump:c60.19_u:,258.6537292,1700
crump,c60.2,c60,O,crump:c60.2_O,539.5898436,990.1750856
crump,c60.2,c60,I,crump:c60.2_I,240,1420
crump,c60.2,c60,i:,crump:c60.2_i:,222.162018,1711.180859
crump,c60.2,c60,E,crump:c60.2_E,347.7882381,1703.665227
crump,c60.2,c60,E,crump:c60.2_E,339.7990149,1733.2
crump,c60.20,c60,@:,crump:c60.20_@:,334.1978063,1502.628
crump,c60.20,c60,I,crump:c60.20_I,338.2618585,1469.289027
crump,c60.20,c60,V,crump:c60.20_V,449.256,1214.944536
crump,c60.20,c60,@:,crump:c60.20_@:,305.8722408,1395.245044
crump,c60.20,c60,u:,crump:c60.20_u:,296.1947348,1425.256
crump,c60.20,c60,O,crump:c60.20_O,468.1383538,958.3196498
crump,c60.20,c60,V,crump:c60.20_V,341.7513328,1160.612482
crump,c60.20,c60,A,crump:c60.20_A,381.0284782,1576.954344
crump,c60.22,c60,a:,crump:c60.22_a:,587.0546216,1254.201607
crump,c60.22,c60,A,crump:c60.22_A,452.4838656,1452.939351
crump,c60.22,c60,u:,crump:c60.22_u:,347.4372626,1200
crump,c60.22,c60,i:,crump:c60.22_i:,277.5330226,1821.970832
crump,c60.22,c60,E,crump:c60.22_E,360,1803.131242
crump,c60.23,c60,O,crump:c60.23_O,500,940
crump,c60.23,c60,u:,crump:c60.23_u:,321.9290345,1363.599936
crump,c60.23,c60,O,crump:c60.23_O,520,931.3969509
crump,c60.23,c60,u:,crump:c60.23_u:,301.644527,1794.565723
crump,c60.23,c60,I,crump:c60.23_I,302.396,1817.604
crump,c60.23,c60,o:,crump:c60.23_o:,392.2986987,818.396
crump,c60.23,c60,A,crump:c60.23_A,440,1794.56591
crump,c60.24a,c60,i:,crump:c60.24a_i:,273.602968,1928.515364
crump,c60.25,c60,V,crump:c60.25_V,398.324883,1198.239392
crump,c60.25,c60,i:,crump:c60.25_i:,300.7836997,1843.56
crump,c60.25,c60,A,crump:c60.25_A,448.6666547,1689.769932
crump,c60.25,c60,E,crump:c60.25_E,287.9807534,1847.464713
crump,c60.25,c60,A,crump:c60.25_A,432.0409338,1671.282111
crump,c60.26,c60,u:,crump:c60.26_u:,308.767761,1602.418335
crump,c60.26,c60,E,crump:c60.26_E,283.4195555,1779.210266
crump,c60.26,c60,A,crump:c60.26_A,383.9669217,1499.353064
crump,c60.26,c60,i:,crump:c60.26_i:,247.0867385,1930
crump,c60.28,c60,A,crump:c60.28_A,466.4474772,1600
crump,c60.28,c60,V,crump:c60.28_V,545.3580699,1240.446985
crump,c60.3,c60,E,crump:c60.3_E,320,1849.476541
crump,c60.3,c60,i:,crump:c60.3_i:,286.8628856,1945.046853
crump,c60.3,c60,A,crump:c60.3_A,460,1789.056763
crump,c60.3,c60,O,crump:c60.3_O,474.7953835,921.8155309
crump,c60.3,c60,V,crump:c60.3_V,493.3007442,1090.316543
crump,c60.3,c60,V,crump:c60.3_V,434.0312948,1154.590665
crump,c60.3,c60,@:,crump:c60.3_@:,360,1559.8
crump,c60.3,c60,A,crump:c60.3_A,350.2852482,1505.498112
crump,c60.3,c60,O,crump:c60.3_O,398.1219557,868.651486
crump,c60.3,c60,U,crump:c60.3_U,268.5442785,1275.4
crump,c60.3,c60,A,crump:c60.3_A,351.3582431,1820.992654
crump,c60.3,c60,I,crump:c60.3_I,315.266491,1825.4
crump,c60.30,c60,O,crump:c60.30_O,404.2710501,903.8978959
crump,c60.30,c60,V,crump:c60.30_V,518.4085746,1256.799911
crump,c60.30,c60,V,crump:c60.30_V,516.6291816,1338.5101
crump,c60.30,c60,@:,crump:c60.30_@:,336.938811,1366.087983
crump,c60.31,c60,O,crump:c60.31_O,470.084003,885.8779996
crump,c60.31,c60,o:,crump:c60.31_o:,304.2867237,736.406805
crump,c60.31,c60,V,crump:c60.31_V,471.5296438,1225.348187
crump,c60.32,c60,i:,crump:c60.32_i:,285.7773873,1724.144
crump,c60.32,c60,i:,crump:c60.32_i:,294.6314499,1936.288
crump,c60.32,c60,A,crump:c60.32_A,464.0064668,1709.817006
crump,c60.32,c60,E,crump:c60.32_E,295.7266661,1953.348133
crump,c60.32,c60,a:,crump:c60.32_a:,559.0530916,1342.09057
crump,c60.34,c60,I,crump:c60.34_I,282.4971591,1563.192
crump,c60.34,c60,A,crump:c60.34_A,448.5217143,1562.26927
crump,c60.35,c60,E,crump:c60.35_E,315.7170329,1852.595869
crump,c60.35,c60,A,crump:c60.35_A,306.2995421,1816.021873
crump,c60.35,c60,i:,crump:c60.35_i:,268.262502,2122.112
crump,c60.35,c60,A,crump:c60.35_A,335.056,1560
crump,c60.35,c60,I,crump:c60.35_I,264.254318,2098.731126
crump,c60.38,c60,a:,crump:c60.38_a:,563.7548607,1420
crump,c60.38,c60,A,crump:c60.38_A,463.6452003,1583.156
crump,c60.38,c60,V,crump:c60.38_V,476.7929026,1373.117779
crump,c60.38,c60,E,crump:c60.38_E,357.0540234,1664.317253
crump,c60.38,c60,I,crump:c60.38_I,322.5098728,1834.481158
crump,c60.4,c60,o:,crump:c60.4_o:,316.1922282,730.2627981
crump,c60.4,c60,i:,crump:c60.4_i:,300,2080
crump,c60.4,c60,V,crump:c60.4_V,428.6413168,1195.664917
crump,c60.4,c60,U,crump:c60.4_U,353.3331311,1243.203329
crump,c60.4,c60,V,crump:c60.4_V,543.2744102,1143.812044
crump,c60.4,c60,V,crump:c60.4_V,490.2288157,1310.43522
crump,c60.4,c60,A,crump:c60.4_A,399.4572997,1418.840022
crump,c60.4,c60,a:,crump:c60.4_a:,565.6077458,1296.358753
crump,c60.40,c60,O,crump:c60.40_O,337.2626959,1142.816356
crump,c60.40,c60,O,crump:c60.40_O,468.9007793,913.3022229
crump,c60.40,c60,i:,crump:c60.40_i:,243.0514072,1768.318225
crump,c60.40,c60,V,crump:c60.40_V,374.6346397,1257.709869
crump,c60.40,c60,o:,crump:c60.40_o:,300.2173291,752.1465173
crump,c60.41,c60,i:,crump:c60.41_i:,281.6773602,1805.536
crump,c60.41,c60,V,crump:c60.41_V,534.768,1120.805075
crump,c60.41,c60,I,crump:c60.41_I,241.9502633,1757.133633
crump,c60.41,c60,u:,crump:c60.41_u:,288.3260381,1753.325207
crump,c60.41,c60,o:,crump:c60.41_o:,355.9503893,763.6566889
crump,c60.41,c60,O,crump:c60.41_O,509.2625878,937.7914386
crump,c60.41,c60,V,crump:c60.41_V,428.5514315,1192.600294
crump,c60.41,c60,E,crump:c60.41_E,256.3852388,1939.804534
crump,c60.43,c60,O,crump:c60.43_O,491.0927127,944.02902
crump,c60.43,c60,I,crump:c60.43_I,330.5714059,1651.711384
crump,c60.44,c60,V,crump:c60.44_V,463.3916183,1180
crump,c60.44,c60,A,crump:c60.44_A,372.5785791,1720
crump,c60.44,c60,@:,crump:c60.44_@:,296.2328687,1488.9
crump,c60.44,c60,O,crump:c60.44_O,495.2152194,1021.211615
crump,c60.44,c60,a:,crump:c60.44_a:,480.7802402,1391.471846
crump,c60.44,c60,u:,crump:c60.44_u:,281.1342671,1860
crump,c60.5,c60,V,crump:c60.5_V,501,1201.435468
crump,c60.5,c60,V,crump:c60.5_V,600,1380
crump,c60.5,c60,O,crump:c60.5_O,420,940
crump,c60.5,c60,O,crump:c60.5_O,380.3418533,902.3781901
crump,c60.5,c60,O,crump:c60.5_O,457.7620711,1000.238072
crump,c60.5,c60,A,crump:c60.5_A,370.8940287,1585.49087
crump,c60.5,c60,A,crump:c60.5_A,288.0074619,1614.117252
crump,c60.5,c60,V,crump:c60.5_V,601.8,1120
crump,c60.5,c60,O,crump:c60.5_O,427.7108948,1002.243697
crump,c60.6,c60,I,crump:c60.6_I,403.8940488,1778.808
crump,c60.6,c60,I,crump:c60.6_I,392.2149193,1381.192
crump,c60.8,c60,o:,crump:c60.8_o:,404.9600861,820
crump,c60.8,c60,O,crump:c60.8_O,460,940
crump,c60.8,c60,A,crump:c60.8_A,531.1571986,1736.597311
crump,c60.8,c60,O,crump:c60.8_O,453.9208441,919.8875894
crump,c60.8,c60,u:,crump:c60.8_u:,302.1685073,1800.291831
crump,c60.8,c60,E,crump:c60.8_E,338.776,1489.388
crump,c60.8,c60,i:,crump:c60.8_i:,266.1656424,2052.412827
crump,c60.8,c60,O,crump:c60.8_O,419.576,948.8883021
crump,c60.8,c60,E,crump:c60.8_E,304.9538124,1687.599363
crump,c60.8,c60,V,crump:c60.8_V,546.188,1226.188
crump,c60.8,c60,O,crump:c60.8_O,462.8037461,916.4313898
crump,c60.9,c60,O,crump:c60.9_O,465.4962154,924.3742525
crump,c60.9,c60,V,crump:c60.9_V,443.6701736,1236.335976
crump,c6902,c69,i:,crump:c6902_i:,310.38276,1827.821592
crump,c6902,c69,a:,crump:c6902_a:,565.1526603,1286.651864
crump,c6902,c69,a:,crump:c6902_a:,406.0729295,1294.132928
crump,c6902,c69,a:,crump:c6902_a:,400.8390378,1243.959098
crump,c6902,c69,o:,crump:c6902_o:,330.7360935,786.8147135
crump,c6903,c69,a:,crump:c6903_a:,498.4663083,1528.535296
crump,c6903,c69,i:,crump:c6903_i:,290.325493,1753.87484
crump,c6903,c69,E,crump:c6903_E,309.7271442,1706.356403
crump,c6903,c69,E,crump:c6903_E,334.8446893,1630.153484
crump,c6903,c69,a:,crump:c6903_a:,495.6319698,1307.527134
crump,c6903,c69,a:,crump:c6903_a:,696.682599,1457.386371
crump,c6903,c69,i:,crump:c6903_i:,304.9100606,1680.43268
crump,c6903,c69,O,crump:c6903_O,404.6722358,1005.470795
crump,c6903,c69,u:,crump:c6903_u:,344.3680995,1639.234539
crump,c6904,c69,A,crump:c6904_A,374.6664221,1614.710781
crump,c6904,c69,@:,crump:c6904_@:,363.1531885,1517.055278
crump,c6904,c69,E,crump:c6904_E,302.075844,1833.633485
crump,c6904,c69,a:,crump:c6904_a:,443.8681974,1310.846242
crump,c6904,c69,a:,crump:c6904_a:,580.9579034,1360.859951
crump,c6905,c69,i:,crump:c6905_i:,286.07461,1944.842909
crump,c6905,c69,O,crump:c6905_O,512.9765239,1067.402156
crump,c6905,c69,E,crump:c6905_E,307.1264275,2148.408957
crump,c6905,c69,o:,crump:c6905_o:,330.6736556,774.7667083
crump,c6905,c69,@:,crump:c6905_@:,336.9092074,1557.982994
crump,c6905,c69,I,crump:c6905_I,273.2504328,1895.863186
crump,c6905,c69,U,crump:c6905_U,359.1527715,835.8490492
crump,c6905,c69,A,crump:c6905_A,407.4128456,1529.909757
crump,c6905,c69,A,crump:c6905_A,492.9936299,1463.789815
crump,c6906,c69,E,crump:c6906_E,368.3208727,1720.406564
crump,c6906,c69,@:,crump:c6906_@:,340.9886021,1349.758853
crump,c6906,c69,A,crump:c6906_A,485.9244523,1588.951088
crump,c6906,c69,V,crump:c6906_V,436.0653299,1341.097859
crump,c6907,c69,a:,crump:c6907_a:,656.9699617,1413.136569
crump,c6907,c69,A,crump:c6907_A,408.0198368,1685.330748
crump,c6907,c69,O,crump:c6907_O,441.7038562,1006.409553
crump,c6907,c69,u:,crump:c6907_u:,342.610215,1465.01026
crump,c6907,c69,o:,crump:c6907_o:,358.4474432,771.6042363
crump,c6907,c69,A,crump:c6907_A,380.7423219,1579.201695
crump,c6907,c69,V,crump:c6907_V,536.3521867,1177.275504
crump,c6907,c69,A,crump:c6907_A,358.420878,1605.82457
crump,c6908,c69,a:,crump:c6908_a:,556.5854462,1274.904674
crump,c6908,c69,A,crump:c6908_A,413.5429548,1675.037174
crump,c6908,c69,A,crump:c6908_A,434.4326989,1508.769599
crump,c6908,c69,o:,crump:c6908_o:,344.7619974,730.2908227
crump,c6908,c69,o:,crump:c6908_o:,331.5891198,771.2289731
crump,c6908,c69,o:,crump:c6908_o:,334.388681,872.3724882
crump,c6909,c69,I,crump:c6909_I,281.2948927,1711.558507
crump,c6909,c69,I,crump:c6909_I,386.6880464,1474.994242
crump,c6909,c69,a:,crump:c6909_a:,666.0748489,1371.698306
crump,c6909,c69,A,crump:c6909_A,497.9748222,1664.059486
crump,c6909,c69,V,crump:c6909_V,369.1230878,1185.029623
crump,c6909,c69,O,crump:c6909_O,476.5570065,927.8078905
crump,c6910,c69,E,crump:c6910_E,351.8052963,1590.814635
crump,c6910,c69,I,crump:c6910_I,245.9500874,2133.688867
crump,c6910,c69,V,crump:c6910_V,459.8339996,1201.001188
crump,c6910,c69,I,crump:c6910_I,363.0736325,1489.275115
crump,c6911,c69,o:,crump:c6911_o:,372.6946142,2379.981771
crump,c6911,c69,O,crump:c6911_O,476.0004219,980.130508
crump,c6911,c69,i:,crump:c6911_i:,310.7444006,1636.392377
crump,c6911,c69,A,crump:c6911_A,467.6642131,1697.447057
crump,c6911,c69,a:,crump:c6911_a:,428.4433273,1367.647997
crump,c6912,c69,E,crump:c6912_E,331.06469,1822.429795
crump,c6912,c69,a:,crump:c6912_a:,428.1922818,1428.93676
crump,c6912,c69,E,crump:c6912_E,319.1137169,1705.592734
crump,c6913,c69,u:,crump:c6913_u:,295.5362582,1493.574502
crump,c6913,c69,i:,crump:c6913_i:,308.8953009,1731.487179
crump,c6913,c69,a:,crump:c6913_a:,529.6308175,1462.969098
crump,c6913,c69,V,crump:c6913_V,677.7355082,1496.735772
crump,c6913,c69,O,crump:c6913_O,352.7474792,759.6613192
crump,c6914,c69,A,crump:c6914_A,484.2451253,1719.971454
crump,c6914,c69,V,crump:c6914_V,335.5319127,1205.94561
crump,c6914,c69,E,crump:c6914_E,327.9739727,1793.177855
crump,c6914,c69,A,crump:c6914_A,381.763108,1658.936073
crump,c6914,c69,O,crump:c6914_O,494.9370407,1010.495741
crump,c6914,c69,A,crump:c6914_A,310.8565266,1629.270782
crump,c6915,c69,o:,crump:c6915_o:,306.5570787,780.2666488
crump,c6915,c69,o:,crump:c6915_o:,367.4871427,865.6927335
crump,c6915,c69,o:,crump:c6915_o:,330.8743736,756.7834092
crump,c6915,c69,A,crump:c6915_A,481.4446516,1432.768705
crump,c6915,c69,o:,crump:c6915_o:,367.4641801,837.8017705
crump,c6915,c69,o:,crump:c6915_o:,335.7252196,935.1014844
crump,c6915,c69,@:,crump:c6915_@:,368.6267671,1616.45462
crump,c6915,c69,a:,crump:c6915_a:,486.6345625,1408.004359
crump,c6916,c69,A,crump:c6916_A,324.3751338,1758.657581
crump,c6916,c69,I,crump:c6916_I,343.2481687,1442.519376
crump,c6916,c69,O,crump:c6916_O,465.6481642,914.6824902
crump,c6916,c69,@:,crump:c6916_@:,353.2357791,1531.605321
crump,c6917,c69,V,crump:c6917_V,572.7667745,1366.692731
crump,c6917,c69,o:,crump:c6917_o:,365.0120223,777.7277594
crump,c6917,c69,a:,crump:c6917_a:,641.3639179,1468.440644
crump,c6917,c69,A,crump:c6917_A,469.4294383,1520.823963
crump,c6917,c69,V,crump:c6917_V,411.6415688,1462.422829
crump,c6918,c69,u:,crump:c6918_u:,374.5531881,1361.661459
crump,c6918,c69,a:,crump:c6918_a:,402.388594,1320.279488
crump,c6918,c69,I,crump:c6918_I,272.9918233,1625.666482
crump,c6918,c69,a:,crump:c6918_a:,495.4679988,1318.087922
crump,c6918,c69,A,crump:c6918_A,323.5157782,1875.24974
crump,c6918,c69,i:,crump:c6918_i:,277.1551481,1655.462146
crump,c6918,c69,i:,crump:c6918_i:,270.8498626,2013.52411
crump,c6918,c69,I,crump:c6918_I,296.5731385,1526.08922
crump,c6919,c69,a:,crump:c6919_a:,516.4494142,1430.226618
crump,c6919,c69,a:,crump:c6919_a:,531.6196346,1374.294732
crump,c6919,c69,i:,crump:c6919_i:,320.8730972,1710.021344
crump,c6919,c69,o:,crump:c6919_o:,284.665586,768.9982979
crump,c6919,c69,A,crump:c6919_A,390.5443414,1612.881644
crump,c6919,c69,i:,crump:c6919_i:,281.5406168,1940.443388
crump,c6919,c69,i:,crump:c6919_i:,282.5686709,2415.25837
crump,c6919,c69,O,crump:c6919_O,478.3679354,1045.647017
crump,c6920,c69,A,crump:c6920_A,480.7436905,1614.851395
crump,c6920,c69,a:,crump:c6920_a:,465.3643957,1385.546574
crump,c6920,c69,u:,crump:c6920_u:,303.615463,1738.511596
crump,c6920,c69,O,crump:c6920_O,418.4595991,956.9480508
crump,c6920,c69,i:,crump:c6920_i:,305.6725588,2031.872788
crump,c6921,c69,a:,crump:c6921_a:,405.8367966,1393.619911
crump,c6921,c69,i:,crump:c6921_i:,268.0060243,1781.64444
crump,c6921,c69,A,crump:c6921_A,449.1895747,1650.677546
crump,c6921,c69,A,crump:c6921_A,479.3047354,1479.85409
crump,c6921,c69,A,crump:c6921_A,387.3936897,1532.955544
crump,c6921,c69,A,crump:c6921_A,458.5401845,1672.436123
crump,c6921,c69,i:,crump:c6921_i:,298.1402625,1939.806257
crump,c6921,c69,V,crump:c6921_V,729.3257138,1273.857664
crump,c6922,c69,O,crump:c6922_O,458.8521087,1209.652629
crump,c6922,c69,u:,crump:c6922_u:,312.3705924,1560.488274
crump,c6922,c69,V,crump:c6922_V,590.6723015,1420.896201
crump,c6922,c69,i:,crump:c6922_i:,405.4459423,1630.696954
crump,c6922,c69,i:,crump:c6922_i:,353.6404214,1787.866498
crump,c6922,c69,u:,crump:c6922_u:,361.9367938,1561.132798
crump,c6922,c69,a:,crump:c6922_a:,453.0715445,1347.825694
crump,c6922,c69,O,crump:c6922_O,458.9305555,898.1755833
crump,c6923,c69,i:,crump:c6923_i:,302.4769622,1877.910342
crump,c6923,c69,E,crump:c6923_E,316.3071494,1906.126903
crump,c6923,c69,i:,crump:c6923_i:,332.4673262,1760.970134
crump,c6923,c69,V,crump:c6923_V,393.4129563,1161.736687
crump,c6923,c69,@:,crump:c6923_@:,351.9265403,1554.234195
crump,c6923,c69,I,crump:c6923_I,368.6508,1736.809514
crump,c6923,c69,i:,crump:c6923_i:,319.0729405,1950.348666
crump,c6924,c69,i:,crump:c6924_i:,300.9100613,1885.445683
crump,c6924,c69,E,crump:c6924_E,332.4189046,1551.823024
crump,c6924,c69,V,crump:c6924_V,353.060731,1459.397824
crump,c6924,c69,E,crump:c6924_E,313.8827675,1522.654267
crump,c6924,c69,i:,crump:c6924_i:,374.5750964,1660.719028
crump,c6924,c69,i:,crump:c6924_i:,328.8347566,1903.778703
crump,c6925,c69,a:,crump:c6925_a:,511.100657,1352.312865
crump,c6925,c69,V,crump:c6925_V,509.5251603,1330.179686
crump,c6926,c69,a:,crump:c6926_a:,439.4242016,1410.222901
crump,c6926,c69,a:,crump:c6926_a:,456.3455582,1274.790783
crump,c6926,c69,o:,crump:c6926_o:,336.9067721,650.7572201
crump,c6926,c69,V,crump:c6926_V,470.0795401,1379.709553
crump,c6926,c69,o:,crump:c6926_o:,363.38592,744.3236165
crump,c6926,c69,O,crump:c6926_O,507.2887908,980.0948387
crump,c6926,c69,i:,crump:c6926_i:,297.3998926,1686.757461
crump,c6927,c69,O,crump:c6927_O,492.0299939,941.4231967
crump,c6927,c69,o:,crump:c6927_o:,317.1159583,781.4287533
crump,c6927,c69,I,crump:c6927_I,327.5102224,1394.057825
crump,c6927,c69,O,crump:c6927_O,494.0774267,912.4722858
crump,c6927,c69,A,crump:c6927_A,353.7270866,1584.744139
crump,c6927,c69,A,crump:c6927_A,433.6513417,1578.237552
crump,c6927,c69,O,crump:c6927_O,435.3389749,840.8805978
crump,c6927,c69,I,crump:c6927_I,316.1850926,1262.6648
crump,c6927,c69,A,crump:c6927_A,439.2567839,1562.178671
crump,c6928,c69,I,crump:c6928_I,333.6055601,1616.773755
crump,c6928,c69,U,crump:c6928_U,361.1750735,1061.559034
crump,c6928,c69,a:,crump:c6928_a:,574.8565365,1384.402039
crump,c6928,c69,O,crump:c6928_O,476.7631562,967.8497378
crump,c6928,c69,O,crump:c6928_O,526.584778,950.2585755
crump,c6928,c69,I,crump:c6928_I,349.616666,1751.179162
crump,c6928,c69,O,crump:c6928_O,396.8216981,922.9425539
crump,c6928,c69,E,crump:c6928_E,310.5305971,1833.02749
crump,c6929,c69,a:,crump:c6929_a:,594.2931962,1352.027713
crump,c6929,c69,O,crump:c6929_O,378.8132887,831.9662574
crump,c6929,c69,i:,crump:c6929_i:,281.8174698,1767.607436
crump,c6929,c69,@:,crump:c6929_@:,298.1190232,1437.755153
crump,c6930,c69,A,crump:c6930_A,399.7959896,1644.140899
crump,c6930,c69,A,crump:c6930_A,399.012108,1716.851295
crump,c6930,c69,i:,crump:c6930_i:,295.1612268,1848.777663
crump,c6933,c69,a:,crump:c6933_a:,500.4442004,1435.948577
crump,c6933,c69,I,crump:c6933_I,339.4407602,1680.037382
crump,c6933,c69,o:,crump:c6933_o:,338.4852062,778.436285
crump,c6933,c69,U,crump:c6933_U,314.5889326,1219.271712
crump,c6933,c69,E,crump:c6933_E,292.3474791,1985.70783
crump,c6933,c69,V,crump:c6933_V,339.2400311,1176.455448
crump,c6933,c69,V,crump:c6933_V,390.6363987,1316.318709
crump,c6933,c69,A,crump:c6933_A,355.5042148,1548.038468
crump,c6934,c69,O,crump:c6934_O,453.3589735,973.0743248
crump,c6934,c69,O,crump:c6934_O,430.2984437,851.7916896
crump,c6934,c69,V,crump:c6934_V,482.1205188,1266.390292
crump,c6934,c69,@:,crump:c6934_@:,321.810718,1589.102644
crump,c6934,c69,o:,crump:c6934_o:,361.8514488,839.9241177
crump,c6934,c69,a:,crump:c6934_a:,528.2138465,1430.065336
crump,c6934,c69,I,crump:c6934_I,384.8691287,1508.697034
crump,c6934,c69,a:,crump:c6934_a:,368.3575963,1328.982819
crump,c6935,c69,O,crump:c6935_O,368.7590262,893.0017187
crump,c6935,c69,a:,crump:c6935_a:,354.4232336,1366.621436
crump,c6935,c69,O,crump:c6935_O,512.1489263,956.3163687
crump,c6935,c69,E,crump:c6935_E,328.45931,1808.148241
crump,c6935,c69,O,crump:c6935_O,458.7346757,1014.884281
crump,c6935,c69,I,crump:c6935_I,334.513239,1725.792234
crump,c6936,c69,I,crump:c6936_I,357.480137,1447.837312
crump,c6936,c69,E,crump:c6936_E,342.4205779,1738.492877
crump,c6936,c69,A,crump:c6936_A,355.4805956,1746.29359
crump,c6936,c69,i:,crump:c6936_i:,314.9373285,1895.795041
crump,c6937,c69,a:,crump:c6937_a:,462.9664826,1388.156557
